refno,material,property_name,property_value,property_unit,Has material been reported to be superconducting?,What is the highest measured Tc?,What is the lowest temp for measurement at which material was not superconducting?,file
PRB094094523,La0.92Y0.08Ru3Si2,tc,6.13,K,Yes,6.13,,
SSC0130025,La0.933Gd0.067Sn3,tc,4.64,K,Yes,4.64,,
1131,La0.936Gd0.064Sn3,tc,3.76,K,Yes,3.76,,
PR05206784,La0.93Nd0.07Pt1Si1,tc,2.29,K,Yes,2.29,,
SSC0180725,La0.93Yb0.07,tc,3.56,K,Yes,3.56,,
SSC0260469,La0.9462Ce0.0538Sn3,tc,1.86,K,Yes,1.86,,
SSC0260469,La0.9481Ce0.0519Sn3,tc,1.92,K,Yes,1.92,,
JSC1360151,La0.94Mo6Se8,tc,11.0,K,Yes,11,,
PR05206784,La0.94Nd0.06Pt1Si1,tc,2.56,K,Yes,2.56,,
PHB1350434,La0.94Th0.06Ru2,tc,3.44,K,Yes,3.44,,
1255,La0.951Lu0.049,tc,4.37,K,Yes,4.37,,
PHC3640575,La0.95Ca0.05Ba1.5Sr0.5Cu3O6.878,tc,66.0,K,Yes,66,,
JPS086104704,La0.95Ce0.05Ni1C2,tcn,0.4,K,No,,0.4,
PRB094094501,La0.95Ce0.05Pt4Ge12,tc,5.73,K,Yes,5.73,,
PCS0600689,La0.95Ce0.05Ru4P12,tc,6.8,K,Yes,6.8,,
1490,La0.95Gd0.05Ru2,tc,1.61,K,Yes,1.61,,
PRB094094523,La0.95Lu0.05Ru3Si2,tc,6.19,K,Yes,6.19,,
PR05206784,La0.95Nd0.05Pt1Si1,tc,2.76,K,Yes,2.76,,
1965,La0.95Pr0.05Se1,tc,0.7,K,Yes,0.7,,
PR04909248,La0.95Pr0.85Sr0.2Cu1O4,tc,27.0,K,Yes,27,,
22,La0.95Y0.05,tc,5.4,K,Yes,5.4,,
PRB090054510,La0.95Y0.05F0.5Bi1S2O0.5,tc,2.5,K,Yes,2.5,,PRB090054510
PRB097054522,La0.95Y0.05Fe0.995Mn0.005As1F0.11O0.89,tc,21.0,K,Yes,21,,
SSC1490448,La0.95Y0.05Ni1C2,tc,2.79,K,Yes,2.79,,
SSC0260469,La0.9647Ce0.0333Sn3,tc,3.03,K,Yes,3.03,,
1490,La0.96Gd0.04Ru2,tc,2.27,K,Yes,2.27,,
200,La0.96Nd0.04,tc,1.72,K,Yes,1.72,,
PR05206784,La0.96Nd0.04Pt1Si1,tc,3.04,K,Yes,3.04,,
PHC4690894,La0.96Sr0.04Fe1As1O1,tc,3.65,K,Yes,3.65,,
SSC0260469,La0.9709Ce0.0291Sn3,tc,3.47,K,Yes,3.47,,
PRB095144502,La0.975Ce0.025Ni1C2,tcn,0.4,K,No,,0.4,
200,La0.9795Sm0.0205,tc,1.27,K,Yes,1.27,,
JPS086104704,La0.97Ce0.03Ni1C2,tcn,0.4,K,No,,0.4,
1490,La0.97Gd0.03Ru2,tc,2.73,K,Yes,2.73,,
PR05206784,La0.97Nd0.03Pt1Si1,tc,3.27,K,Yes,3.27,,
PR04909248,La0.97Pr0.85Sr0.18Cu1O4,tc,28.0,K,Yes,28,,
PRB097054522,La0.97Y0.03Fe0.995Mn0.005As1F0.11O0.89,tc,19.0,K,Yes,19,,
SSC0260469,La0.9837Ce0.0163Sn3,tc,4.33,K,Yes,4.33,,
JPS086104704,La0.985Ce0.015Ni1C2,tc,1.5,K,Yes,1.5,,
1131,La0.987Gd0.013Sn3,tc,5.94,K,Yes,5.94,,
200,La0.987Tb0.013,tc,1.38,K,Yes,1.38,,
SSC0140161,La0.988Tb0.012Al2,tc,0.94,K,Yes,0.94,,
PRB095144502,La0.98Ce0.02Ni1C2,tc,0.1,K,Yes,0.1,,
1490,La0.98Gd0.02Ru2,tc,3.23,K,Yes,3.23,,
1271,La0.98Lu0.02,tc,4.643,K,Yes,4.643,,
PR05206784,La0.98Nd0.02Pt1Si1,tc,3.42,K,Yes,3.42,,
1490,La0.98Pr0.02Ru2,tc,1.92,K,Yes,1.92,,
1429,La0.9911Tb0.0089Al2,tc,1.425,K,Yes,1.425,,
200,La0.9916Sm0.0084,tc,4.22,K,Yes,4.22,,
SSC0140161,La0.992Tb0.008Al2,tc,1.61,K,Yes,1.61,,
1429,La0.9941Tb0.0059Al2,tc,1.996,K,Yes,1.996,,
PRB095144502,La0.995Ce0.005Ni1C2,tc,2.41,K,Yes,2.41,,
SSC0140161,La0.995Gd0.005Al2,tc,0.932,K,Yes,0.932,,
PRB094054508,La0.995Y0.005Fe0.995Mn0.005As1F0.11O0.89,tc,2.89,K,Yes,2.89,,PRB094054508
SSC0140161,La0.996Gd0.004Al2,tc,1.38,K,Yes,1.38,,
SSC0140161,La0.996Tb0.004Al2,tc,2.4,K,Yes,2.4,,
PR03100656,La0.9973Ce0.0027Rh3B2,tc,0.38,K,Yes,0.38,,
200,La0.9974Tb0.0026,tc,5.28,K,Yes,5.28,,
PR03100656,La0.9978Ce0.0022Rh3B2,tc,1.07,K,Yes,1.07,,
SSC0140161,La0.997Gd0.003Al2,tc,1.89,K,Yes,1.89,,
SSC0140161,La0.9985Tb0.0015Al2,tc,2.9,K,Yes,2.9,,
PR05206784,La0.9989Ce0.0011Pt1Si1,tc,1.5,K,Yes,1.5,,
PR03100656,La0.9989Ce0.0011Rh3B2,tc,1.67,K,Yes,1.67,,
PR05206784,La0.998Ce0.002Pt1Si1,tcn,0.6,K,No,,0.6,
SSC0140161,La0.998Gd0.002Al2,tc,2.39,K,Yes,2.39,,
PR05206784,La0.9991Ce0.0009Pt1Si1,tc,2.03,K,Yes,2.03,,
PR05206784,La0.9997Ce0.0003Pt1Si1,tc,3.2,K,Yes,3.2,,
SSC0140161,La0.999Gd0.001Al2,tc,2.78,K,Yes,2.78,,
PRB095144502,La0.99Ce0.01Ni1C2,tc,2.0,K,Yes,2,,
115,La0.99Lu0.01,tc,5.6,K,Yes,5.6,,
200,La0.99Nd0.01,tc,5.18,K,Yes,5.18,,
PR05206784,La0.99Nd0.01Pt1Si1,tc,3.71,K,Yes,3.71,,
115,La0.99Pr0.01,tc,5.3,K,Yes,5.3,,
ACTM1660543,La0.99Rh4P12,tc,16.41,K,Yes,16.41,,
115,La0.99Sm0.01,tc,4.5,K,Yes,4.5,,
115,La0.99Tb0.01,tc,2.53,K,Yes,2.53,,
115,La0.99Y0.01,tc,5.5,K,Yes,5.5,,
PRB097054522,La0.99Y0.01Fe0.995Mn0.005As1F0.11O0.89,tc,10.9,K,Yes,10.9,,
115,La0.99Yb0.01,tc,5.5,K,Yes,5.5,,
PHC3640575,La0.9Ca0.1Ba1.5Sr0.5Cu3O6.847,tc,68.0,K,Yes,68,,
P077214515,La0.9Ca0.1Fe1P1O1,tc,5.67,K,Yes,5.67,,P077214515
PHB1350434,La0.9Ce0.1Ir3,tc,2.82,K,Yes,2.82,,
JPS086104704,La0.9Ce0.1Ni1C2,tcn,0.4,K,No,,0.4,
P065132519,La0.9Ce0.1Pt2.1B2.4C1.2,tcn,1.8,K,No,,1.8,
PRB094094501,La0.9Ce0.1Pt4Ge12,tc,5.61,K,Yes,5.61,,
PRB094094523,La0.9Ce0.1Ru3Si2,tc,5.12,K,Yes,5.12,,
PCS0600689,La0.9Ce0.1Ru4P12,tc,4.8,K,Yes,4.8,,
PHC3710315,La0.9Ga1.5Ca1.6Ba2Sr1Cu6.3In0.7Oz,tc,68.0,K,Yes,68,,
PR05206784,La0.9Nd0.1Pt1Si1,tc,1.42,K,Yes,1.42,,
PHC3990165,La0.9Nd0.1Pt2.1B2.4C1.2,tc,10.3,K,Yes,10.3,,
PHC3640575,La0.9Pr0.1Ba1.5Sr0.5Cu3O6.904,tc,44.0,K,Yes,44,,
JAP0897663,La0.9Pr0.1Ba2Cu3O7,tc,68.3,K,Yes,68.3,,
P065132519,La0.9Pr0.1Pt2.1B2.4C1.2,tc,9.0,K,Yes,9,,
1965,La0.9Pr0.1Se1,tc,0.48,K,Yes,0.48,,
PR04909248,La0.9Pr0.85Sr0.25Cu1O4,tc,10.0,K,Yes,10,,
SSC0350091,La0.9Ru3B2,tcn,1.2,K,No,,1.2,
PRB091064510,La0.9Sm0.1Bi1S2F0.5O0.5,tc,2.93,K,Yes,2.93,,PRB091064510
PHC2270160,La0.9Sr0.1Cu0.965Ni0.035O4,tcn,4.2,K,No,,4.2,
PHC2270160,La0.9Sr0.1Cu1.98Ni0.02O4,tcn,4.2,K,No,,4.2,
PRB095214515,La0.9Sr0.1Fe1As0.8P0.2O1,tcn,0.0,K,No,,0,PRB095214515
PRB095214515,La0.9Sr0.1Fe1As0.8P0.3O1,tc,6.72,K,Yes,6.72,,PRB095214515
PRB095214515,La0.9Sr0.1Fe1As0.8P0.4O1,tc,11.14,K,Yes,11.14,,PRB095214515
PRB095214515,La0.9Sr0.1Fe1As0.8P0.5O1,tc,6.38,K,Yes,6.38,,PRB095214515
PRB095214515,La0.9Sr0.1Fe1As0.8P0.6O1,tcn,0.0,K,No,,0,PRB095214515
PRB095214515,La0.9Sr0.1Fe1As0.8P0.7O1,tc,5.04,K,Yes,5.04,,PRB095214515
PRB095214515,La0.9Sr0.1Fe1As0.8P0.8O1,tc,13.88,K,Yes,13.88,,PRB095214515
PHC4690894,La0.9Sr0.1Fe1As1O1,tc,24.6,K,Yes,24.6,,
PRB095214515,La0.9Sr0.1Fe1P1O1,tc,6.195,K,Yes,6.195,,PRB095214515
MAT8033978,La0.9Sr0.1Ni1As1O1,tc,3.7,K,Yes,3.7,,MAT8033978
PHC1900104,La0.9Sr0.1Rh1O3,tcn,4.2,K,No,,4.2,
PR0487636,La0.9Sr0.1Ti1O3,tcn,1.2,K,No,,1.2,
1361,La0.9Th0.1,tc,5.62,K,Yes,5.62,,
PHB1350434,La0.9Th0.1Ir3,tc,3.18,K,Yes,3.18,,
SSC1010323,La0.9Th0.1Ni1C2,tc,4.45,K,Yes,4.45,,
PHB1350434,La0.9Th0.1Ru2,tc,2.62,K,Yes,2.62,,
PRL106237001,La0.9Y0.1Co2B2,tc,4.25,K,Yes,4.25,,PRL106237001
PRB097054522,La0.9Y0.1Fe0.995Mn0.005As1F0.11O0.89,tc,25.0,K,Yes,25,,
PHC4700511,La0.9Y0.1Fe1As1F0.1O0.9,tc,7.0,K,Yes,7,,
P078172503,La0.9Y0.1Fe1As1O0.6,tc,25.6,K,Yes,25.6,,
SSC1490448,La0.9Y0.1Ni1C2,tc,2.29,K,Yes,2.29,,
200,La1,tc,6.24,K,Yes,6.24,,
PR04909248,La1.01Pr0.85Sr0.14Cu1O4,tc,25.0,K,Yes,25,,
PR04909248,La1.02Pr0.85Sr0.13Cu1O4,tc,22.0,K,Yes,22,,
PR04909248,La1.03Pr0.85Sr0.12Cu1O4,tc,18.0,K,Yes,18,,
PR04909248,La1.04Pr0.85Sr0.11Cu1O4,tc,17.0,K,Yes,17,,
PRL0761348,La1.05Ca0.15Nd0.8Cu1O4,tc,24.5,K,Yes,24.5,,
PHC3700163,La1.05Sr0.95Cu0.2Fe0.8O4,tcn,10.0,K,No,,10,
P069104506,La1.05Sr0.95Cu0.6Fe0.8O4,tcn,10.0,K,No,,10,
PR04909248,La1.07Pr0.85Sr0.08Cu1O4,tc,9.0,K,Yes,9,,
PR05906557,La1.13Pr0.72Sr0.15Cu1O4,tc,32.0,K,Yes,32,,
SSC0750047,La1.14Nb1S3.14,tcn,0.07,K,No,,0.07,
SYN0970147,La1.14Nb1Se3.14,tc,1.32,K,Yes,1.32,,
AAC6190117,La1.14Nb2Se5.14,tc,5.3,K,Yes,5.3,,
PHC2410191,La1.1Ba1.4Sr0.5Cu3O6.954,tc,50.1,K,Yes,50.1,,
PHC2200187,La1.1Ba1.57Ca0.33Cu3Oz,tc,43.0,K,Yes,43,,
PR05515228,La1.1Ba1.5Ca0.4Cu3O6.76,tc,34.0,K,Yes,34,,
PR05515228,La1.1Ba1.5Ca0.4Cu3O6.97,tc,70.0,K,Yes,70,,
PR05515228,La1.1Ba1.5Ca0.4Cu3O7.06,tc,79.0,K,Yes,79,,
PR05515228,La1.1Ba1.5Ca0.4Cu3O7.11,tc,77.0,K,Yes,77,,
PR05515228,La1.1Ba1.5Ca0.4Cu3O7.123,tc,76.0,K,Yes,76,,
PR05515228,La1.1Ba1.5Ca0.4Cu3O7.17,tc,70.0,K,Yes,70,,
PR05515228,La1.1Ba1.5Ca0.4Cu3O7.25,tc,35.0,K,Yes,35,,
PHC2410191,La1.1Ba1.5Sr0.4Cu3Oz,tc,56.1,K,Yes,56.1,,
PHC2410191,La1.1Ba1.6Sr0.3Cu3Oz,tc,63.1,K,Yes,63.1,,
PHC2410191,La1.1Ba1.7Sr0.2Cu3Oz,tc,54.3,K,Yes,54.3,,
PHC3710315,La1.1Gd1.5Ca1.4Ba2Sr1Cu6.3In0.7Oz,tc,63.0,K,Yes,63,,
PHB2810924,La1.1Yb0.7Ba1.1Ca1.4Cu5O11.692,tc,70.0,K,Yes,70,,
PRB090104511,La1.25Ba1.35Ca0.4Cu3O7.16,tc,79.8,K,Yes,79.8,,PRB090104511
PRB090104511,La1.25Ba1.45Ca0.3Cu3O7.15,tc,75.2,K,Yes,75.2,,PRB090104511
PRB090104511,La1.25Ba1.55Ca0.2Cu3O7.16,tc,68.5,K,Yes,68.5,,PRB090104511
PRB090104511,La1.25Ba1.65Ca0.1Cu3O7.15,tc,57.3,K,Yes,57.3,,PRB090104511
PR0480532,La1.25Ba1.75Cu3O7.07,tc,40.0,K,Yes,40,,
PR0480532,La1.25Ca0.05Ba1.7Cu3O7.03,tc,38.6,K,Yes,38.6,,
PR0480532,La1.25Ca0.15Ba1.6Cu3O7.052,tc,45.6,K,Yes,45.6,,
PRL0761348,La1.25Ca0.15Nd0.6Cu1O4,tc,25.0,K,Yes,25,,
PR0480532,La1.25Ca0.1Ba1.65Cu3O7.06,tc,38.8,K,Yes,38.8,,
PR0480532,La1.25Ca0.25Ba1.5Cu3O7.087,tc,62.9,K,Yes,62.9,,
PR0480532,La1.25Ca0.2Ba1.55Cu3O7.082,tc,50.2,K,Yes,50.2,,
PR0480532,La1.25Ca0.35Ba1.4Cu3O7.108,tc,74.3,K,Yes,74.3,,
PR0480532,La1.25Ca0.3Ba1.45Cu3O7.11,tc,67.1,K,Yes,67.1,,
PR0480532,La1.25Ca0.45Ba1.3Cu3O7.135,tc,79.2,K,Yes,79.2,,
PR0480532,La1.25Ca0.4Ba1.35Cu3O7.141,tc,77.8,K,Yes,77.8,,
PR0480532,La1.25Ca0.5Ba1.25Cu3O7.137,tc,79.2,K,Yes,79.2,,
PHC3700163,La1.25Sr0.75Cu0.4Fe0.6O4,tcn,10.0,K,No,,10,
P069104506,La1.25Sr0.75Cu0.6Fe0.6O4,tcn,10.0,K,No,,10,
PR05906557,La1.295Pr0.555Sr0.15Cu1O4,tc,33.0,K,Yes,33,,
PHC2410191,La1.2Ba1.3Sr0.5Cu3O6.943,tc,45.1,K,Yes,45.1,,
PHC2200187,La1.2Ba1.47Ca0.33Cu3Oz,tc,53.0,K,Yes,53,,
PHC2410191,La1.2Ba1.4Sr0.4Cu3Oz,tc,52.0,K,Yes,52,,
PR05515228,La1.2Ba1.5Ca0.3Cu3O6.72,tc,27.0,K,Yes,27,,
PR05515228,La1.2Ba1.5Ca0.3Cu3O6.93,tc,60.0,K,Yes,60,,
PR05515228,La1.2Ba1.5Ca0.3Cu3O7.06,tc,75.2,K,Yes,75.2,,
PHC2410191,La1.2Ba1.5Sr0.3Cu3Oz,tc,55.2,K,Yes,55.2,,
PHC2410191,La1.2Ba1.6Sr0.2Cu3Oz,tc,47.9,K,Yes,47.9,,
PRB0357129,La1.2Ba1.8Cu3O6.98,tc,80.0,K,Yes,80,,
PHC2410191,La1.2Ba1.8SrCu3Oz,tc,44.0,K,Yes,44,,
PRL0761348,La1.35Ca0.15Nd0.5Cu1O4,tc,26.0,K,Yes,26,,
JP01407383,La1.35Pr0.5Sr0.15Cu1O4,tc,34.3,K,Yes,34.3,,
PHC3700163,La1.35Sr0.65Cu0.5Fe0.5O4,tcn,10.0,K,No,,10,
P069104506,La1.35Sr0.65Cu0.6Fe0.5O4,tcn,10.0,K,No,,10,
PHC2410191,La1.3Ba1.2Sr0.5Cu3O6.955,tc,38.0,K,Yes,38,,
PHC2200187,La1.3Ba1.37Ca0.33Cu3Oz,tc,61.0,K,Yes,61,,
PHC2200187,La1.3Ba1.3Ca0.4Cu3Oz,tc,58.0,K,Yes,58,,
PHC2410191,La1.3Ba1.3Sr0.4Cu3O6.928,tc,45.2,K,Yes,45.2,,
PHC2410191,La1.3Ba1.4Sr0.3Cu3O6.91,tc,50.0,K,Yes,50,,
PR05515228,La1.3Ba1.5Ca0.2Cu3O6.7,tc,20.0,K,Yes,20,,
PR05515228,La1.3Ba1.5Ca0.2Cu3O6.92,tc,45.0,K,Yes,45,,
PR05515228,La1.3Ba1.5Ca0.2Cu3O6.94,tc,52.0,K,Yes,52,,
PHC2410191,La1.3Ba1.5Sr0.2Cu3O6.901,tc,43.8,K,Yes,43.8,,
PHC2410191,La1.3Ba1.7SrCu3O6.885,tc,32.0,K,Yes,32,,
PHC3710315,La1.3Gd1.5Ca1.2Ba2Sr1Cu6.3In0.7Oz,tc,56.0,K,Yes,56,,
PHB2810924,La1.3Yb0.6Ba1.3Ca1.2Cu5O11.74,tc,73.0,K,Yes,73,,
P075212503,La1.425Nd0.4Sr0.175Cu1O4,tc,25.0,K,Yes,25,,P075212503
PRL0761348,La1.45Ca0.15Nd0.4Cu1O4,tc,27.5,K,Yes,27.5,,
NAT3940157,La1.45Nd0.4Ca0.01Ba0.14Cu1O4,tcn,15.0,K,No,,15,
EF0365258,La1.45Nd0.4Sr0.15Cu1O4,tc,22.5,K,Yes,22.5,,
PHC3700163,La1.45Sr0.55Cu0.6Fe0.4O4,tcn,10.0,K,No,,10,
JPS0632314,La1.475Nd0.4Ba0.125Cu1O4,tc,7.5,K,Yes,7.5,,
P075212503,La1.475Nd0.4Sr0.125Cu1O4,tc,7.9,K,Yes,7.9,,P075212503
P068104520,La1.48Nd0.4Sr0.12Cu1O4,tc,11.0,K,Yes,11,,
PR05906557,La1.48Pr0.37Sr0.15Cu1O4,tc,34.0,K,Yes,34,,
PHC2200187,La1.4Ba1.27Ca0.33Cu3Oz,tc,68.0,K,Yes,68,,
PHC2200187,La1.4Ba1.4Ca0.2Cu3Oz,tc,30.0,K,Yes,30,,
PR05515228,La1.4Ba1.5Ca0.1Cu3O6.903,tc,25.0,K,Yes,25,,
PR05515228,La1.4Ba1.5Ca0.1Cu3O6.943,tc,40.0,K,Yes,40,,
PR05515228,La1.4Ba1.5Ca0.1Cu3O6.982,tc,51.0,K,Yes,51,,
PR0465841,La1.4Nd0.4Sr0.2Cu1O4,tc,21.7,K,Yes,21.7,,
JPS0632314,La1.52Nd0.4Ba0.08Cu1O4,tc,11.0,K,Yes,11,,
PRL0761348,La1.55Ca0.15Nd0.3Cu1O4,tc,28.0,K,Yes,28,,
SUP0130037,La1.55Er0.45Ba2Ca0.9Cu4.9O11.664,tc,76.0,K,Yes,76,,
NAT3940157,La1.55Nd0.3Ca0.028Ba0.122Cu1O4,tcn,15.0,K,No,,15,
L095097006,La1.55Nd0.3Sr0.15Cu1O4,tc,19.2,K,Yes,19.2,,L095097006
P068174505,La1.55Sr0.15Na0.3Cu1O4,tc,37.0,K,Yes,37,,
PHC3700163,La1.55Sr0.45Cu0.7Fe0.3O4,tcn,10.0,K,No,,10,
PRL0833289,La1.562Nd0.288Ca0.106Ba0.044Cu1O3.98,tc,23.0,K,Yes,23,,
NAT3940157,La1.562Nd0.288Ca0.106Ba0.044Cu1O4,tc,23.0,K,Yes,23,,
PR05311324,La1.575Nd0.3Sr0.125Cu1O4,tc,9.0,K,Yes,9,,
SSC0660387,La1.59Na0.41Cu1O4,tc,18.0,K,Yes,18,,
PR05515228,La1.5Ba1.1Ca0.4Cu3O6.764,tc,25.0,K,Yes,25,,
PR05515228,La1.5Ba1.1Ca0.4Cu3O6.969,tc,40.0,K,Yes,40,,
PR05515228,La1.5Ba1.1Ca0.4Cu3O7.05,tc,55.0,K,Yes,55,,
PR05515228,La1.5Ba1.1Ca0.4Cu3O7.082,tc,62.0,K,Yes,62,,
PHC2410191,La1.5Ba1.1Sr0.4Cu3Oz,tc,35.0,K,Yes,35,,
PHC2410191,La1.5Ba1.2Sr0.3Cu3Oz,tc,38.0,K,Yes,38,,
PR05515228,La1.5Ba1.3Ca0.2Cu3O6.897,tc,16.0,K,Yes,16,,
PR05515228,La1.5Ba1.3Ca0.2Cu3O6.918,tc,25.0,K,Yes,25,,
PR05515228,La1.5Ba1.3Ca0.2Cu3O6.957,tc,35.0,K,Yes,35,,
PR05515228,La1.5Ba1.3Ca0.2Cu3O7.002,tc,16.0,K,Yes,16,,
PHC2410191,La1.5Ba1.3Sr0.2Cu3Oz,tc,31.8,K,Yes,31.8,,
PR05515228,La1.5Ba1.4Ca0.1Cu3O6.912,tc,16.0,K,Yes,16,,
PR05515228,La1.5Ba1.4Ca0.1Cu3O6.932,tc,25.0,K,Yes,25,,
PR05515228,La1.5Ba1.4Ca0.1Cu3O6.964,tc,35.0,K,Yes,35,,
PHC2410191,La1.5Ba1.5Sr1.5Cu3Oz,tc,18.0,K,Yes,18,,
PR05515228,La1.5Ba1Ca0.5Cu3O6.801,tc,30.0,K,Yes,30,,
PR05515228,La1.5Ba1Ca0.5Cu3O6.981,tc,50.0,K,Yes,50,,
PR05515228,La1.5Ba1Ca0.5Cu3O7.126,tc,67.0,K,Yes,67,,
PR05515228,La1.5Ba1Ca0.5Cu3O7.195,tc,74.0,K,Yes,74,,
PHC2200187,La1.5Ba1Ca0.5Cu3Oz,tc,50.0,K,Yes,50,,
PHC2410191,La1.5Ba1Sr0.5Cu3O6.955,tc,26.9,K,Yes,26.9,,
SUP0130037,La1.5Er0.5Ba2Ca1Cu5O11.907,tc,78.0,K,Yes,78,,
SUP0130037,La1.5Gd0.5Ba2Ca1Cu5O11.892,tc,79.0,K,Yes,79,,
JAP0897657,La1.5Gd0.5Ca1Ba2Cu5O10+z,tc,80.0,K,Yes,80,,
PHC3710315,La1.5Gd1.5Ca1Ba2Sr1Cu6.3In0.7O16.62,tcn,10.0,K,No,,10,
PHC3710315,La1.5Gd1.5Ca1Ba2Sr1Cu6.3In0.7Oz,tcn,10.0,K,No,,10,
P068174505,La1.5Na0.5Cu1O4,tcn,16.0,K,No,,16,
NAT3940157,La1.5Nd0.35Ca0.018Ba0.132Cu1O4,tcn,15.0,K,No,,15,
JPS0632314,La1.5Nd0.4Ba0.1Cu1O4,tc,9.95,K,Yes,9.95,,
P075212503,La1.5Nd0.4Sr0.1Cu1O4,tc,11.0,K,Yes,11,,P075212503
JAP0897657,La1.5Nd0.5Ba2Ca1Cu5O7.123,tc,78.0,K,Yes,78,,
PHC3910237,La1.5Nd0.5Ca1Ba2Cu4.5Mo0.5O11.119,tc,50.0,K,Yes,50,,
PHC3910237,La1.5Nd0.5Ca1Ba2Cu4.75Mo0.25O11.143,tc,70.0,K,Yes,70,,
PHC3910237,La1.5Nd0.5Ca1Ba2Cu4.85Mo0.15O11.322,tc,70.0,K,Yes,70,,
PHC3910237,La1.5Nd0.5Ca1Ba2Cu4.95Mo0.05O11.345,tc,76.0,K,Yes,76,,
PHC3910237,La1.5Nd0.5Ca1Ba2Cu5O11.583,tc,79.0,K,Yes,79,,
JAP0897657,La1.5Nd0.5Ca1Ba2Cu5O11.872,tc,78.0,K,Yes,78,,
SUP0130121,La1.5Pb0.35Sr0.15Cu1Oz,tc,38.0,K,Yes,38,,
SUP0130121,La1.5Pb0.42Sr0.08Cu1Oz,tc,34.0,K,Yes,34,,
SUP0130121,La1.5Pb0.45Sr0.05Cu1Oz,tc,27.0,K,Yes,27,,
SUP0130121,La1.5Pb0.47Sr0.03Cu1Oz,tc,22.0,K,Yes,22,,
SUP0130121,La1.5Pb0.4Sr0.1Cu1Oz,tc,36.0,K,Yes,36,,
SUP0130121,La1.5Pb0.5Cu1Oz,tc,15.0,K,Yes,15,,
SSC1280097,La1.5Pr0.5Ca1Ba2Cu5O11.782,tc,57.7,K,Yes,57.7,,
JSC1280169,La1.5Sr0.5Cu1.5Fe0.5O3.94,tcn,10.0,K,No,,10,
MTL0370068,La1.5Y0.5Ba2Ca1Cu5O11.86,tcn,78.0,K,No,,78,
PHB2590538,La1.5Y0.5Ba2Ca1Cu5Oz,tc,78.0,K,Yes,78,,
PHB2810924,La1.5Yb0.5Ba1.5Ca1Cu5O11.785,tc,76.0,K,Yes,76,,
JPS0632314,La1.62Nd0.2Ba0.18Cu1O4,tc,14.9,K,Yes,14.9,,
P073144518,La1.63Sr0.37Cu0.89Ti0.11O4,tcn,5.0,K,No,,5,
JPS0731123,La1.64Eu0.2Sr0.16Cu1O4,tc,10.0,K,Yes,10,,
JPS0632314,La1.64Nd0.2Ba0.16Cu1O4,tc,12.0,K,Yes,12,,
SSC0780511,La1.65Ba0.35Cu1O4,tc,4.2,K,Yes,4.2,,
PRL0761348,La1.65Ca0.15Nd0.2Cu1O4,tc,30.0,K,Yes,30,,
SUP0130037,La1.65Er0.35Ba2Ca0.7Cu4.7O11.166,tc,71.0,K,Yes,71,,
NAT3940157,La1.65Nd0.2Ca0.046Ba0.104Cu1O4,tcn,15.0,K,No,,15,
PRL0833289,La1.65Nd0.2Ca0.122Ba0.028Cu1O3.99,tc,27.1,K,Yes,27.1,,
NAT3940157,La1.65Nd0.2Ca0.122Ba0.028Cu1O4,tc,27.1,K,Yes,27.1,,
L095097006,La1.65Nd0.2Sr0.15Cu1O4,tc,29.0,K,Yes,29,,L095097006
PHC3700163,La1.65Sr0.35Cu0.8Fe0.2O4,tcn,10.0,K,No,,10,
P073144518,La1.65Sr0.35Cu0.9Ti0.1O4,tc,29.9,K,Yes,29.9,,
PR06014872,La1.65Sr0.35Cu1O4,tcn,4.2,K,No,,4.2,
CL19870547,La1.65Sr0.35Cu1O4-Y,tc,18.3,K,Yes,18.3,,
PR05906557,La1.665Pr0.185Sr0.15Cu1O4,tc,35.0,K,Yes,35,,
PR05311324,La1.675Nd0.2Sr0.125Cu1O4,tc,10.5,K,Yes,10.5,,
PHC4701920,La1.67Sr0.33Cu0.94Co0.06O4,tc,29.0,K,Yes,29,,
PHC4701920,La1.67Sr0.33Cu0.94Fe0.06O4,tcn,4.0,K,No,,4,
PHC1970303,La1.67Sr0.33Cu1O4,tc,37.0,K,Yes,37,,
SSC1330427,La1.67Tb0.33Cu1O4+z,tc,12.0,K,Yes,12,,SSC1330427
PR05311324,La1.685Nd0.2Sr0.115Cu1O4,tc,11.0,K,Yes,11,,
JPS0632314,La1.69Nd0.2Ba0.11Cu1O4,tc,8.2,K,Yes,8.2,,
P073144518,La1.69Sr0.31Cu0.92Ti0.08O4,tc,30.0,K,Yes,30,,
PHC4701920,La1.69Sr0.31Cu0.94Co0.06O4,tc,31.0,K,Yes,31,,
PHC4701920,La1.69Sr0.31Cu0.94Fe0.06O4,tc,28.4,K,Yes,28.4,,
PHC4701920,La1.69Sr0.31Cu0.94Ni0.06O4,tcn,4.0,K,No,,4,
SSC0780511,La1.6Ba0.4Cu1O4,tc,4.2,K,Yes,4.2,,
SUP0130037,La1.6Er0.4Ba2Ca0.8Cu4.8O11.424,tc,76.0,K,Yes,76,,
SUP0130037,La1.6Gd0.4Ba2Ca0.8Cu4.8O11.401,tc,76.0,K,Yes,76,,
JAP0897657,La1.6Gd0.4Ca0.8Ba2Cu4.8O10+z,tc,77.0,K,Yes,77,,
NAT3940157,La1.6Nd0.25Ca0.038Ba0.112Cu1O4,tcn,15.0,K,No,,15,
JPS0632314,La1.6Nd0.2Ba0.2Cu1O4,tc,11.0,K,Yes,11,,
