paper,material,property_name,property_value,property_unit,definition
Paper_6,Sr0.4Ca13.6Cu24O41,maximum pressure applied,5,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto If we compare the data for the cell volume, increase of pressure by 1 GPa corresponds to an increase of the Ca content by 1.22. The overall x- ray pattern does not change noticeably, i.e., the 14-24 struc- ture is stable under high pressure and low temperature, in particular, at 5 GPa and 7 K, where the system is in the superconducting state ~see below!."
Paper_6,Sr0.4Ca13.6Cu24O41,maximum pressure applied,7,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto However, the thermal shrinkage is far more pronounced at 7 GPa. Figure 10 shows the temperature dependence of the elec- trical resistivities under various pressures of 0–6 GPa."
Paper_6,Sr0.4Ca13.6Cu24O41,maximum pressure applied,5,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Superconducting transition appeared around 9 K at 3 GPa. It increases with pressure and reaches the maximum of ;13 K at 5 GPa, then reduces."
Paper_6,Sr0.4Ca13.6Cu24O41,maximum pressure applied,7,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Nevertheless, it does not cast serious doubt that the 14-24 phase is responsible for superconductivity. Temperature variation of the lattice constants at 1.9, 5, and 7 GPa."
Paper_6,Sr4Ca10Cu24O411d,maximum pressure applied,8.5,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto decreases substantially under high pres- sure and it becomes metallic even in a low-temperature region.60 Here, we note variation of the a axis under high pressure. However, Sr4Ca10Cu24O411d did not show superconductivity up to 8.5 GPa.61 As shown in Table I, both the a and c axis shrink in nearly the same percentage after the Ca substitution, whereas pressure induces, in the high-temperature region, more aniso- tropic intraplane shrinkage with a larger percentage along the c axis than along the a axis."
Paper_6,Sr0.4Ca13.6Cu24O41,maximum pressure applied,55,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 14, the slope decreases continuously with increasing pressure. When P 55 GPa, the carrier localization vanishes and Tc takes the maximum."
Paper_6,Sr0.4Ca13.6Cu24O41,maximum pressure applied,5,GPa,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Holes are doped into ladders from 1D chains via lo- cally formed Culadder 3d and Ochain 2p hybrid orbitals. The r-T curves in the normal state above 5 GPa obey a power law of tem- perature in the wide range of temperature between 7 and over 200 K, suggesting that carriers are mainly scattered by spin ﬂuctuation as well as in 2D high-Tc cuprates."
Paper_9,YBa2Cu3O7,maximum pressure applied,80,kPa,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ The deposition rate was about 20 A/min. At the end of the deposition process the films were cooled slowly in 80-kPa oxygen with a dwell time of 10 min at T =450 C. The YBa2Cu307 5 films prepared in this way are perfectly c-axis oriented and have zero 2mm T2 FIG."
Paper_11,LaRu2P2,Hc2 at 0 K for poly crystal,1140,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Within the weak-coupling BCS theory, the upper critical ﬁeld at T = 0 K can be determined by the Werthamer–Helfand–Hohenberg (WHH) equation [17] Hc2(0) = 0.693[−(dHc2/dT )]TcTc. The value of Hc2(0) was estimated as about 1140 Oe, which is much smaller than that in iron-based superconductors."
Paper_11,LaRu2P2,Hc2 at 0 K for poly crystal,1140,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Both the upper and lower critical ﬁelds show the isotropic superconductivity in LaRu2P2. The magnitude of the upper and lower critical ﬁelds was estimated to be about 1140 and 230 Oe at zero temperature, which is of the same order of magnitude as the other conventional ThCr2Si2-type superconductors."
Paper_2,β-IrSn4,Hc2 at 0 K for poly crystal,8,mT,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the To summarize, we have grown single crystals of inter- metallic compound β-IrSn4, crystallizing in the tetragonal MoSn4-type structure. We found a superconducting transition Tc(0T) = 0.9 ± 0.05 K and an upper critical magnetic ﬁeld µ0Hc2(0) ∼8 mT."
Paper_4,"HfMSi (M=Pt, Pd) and HfRh",Hc2 at 0 K for poly crystal,5.4,kOe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 56 S. Yashiro et al. / Journal of Alloys and Compounds 298 (2000) 51–58 K. H (0)557 Oe and H (0)55.4 kOe were obtained by transition cannot be observed at temperatures down to 1.5 c1 c2 linear extrapolation."
Paper_8,Re24Ti5,Hc2 at 0 K for poly crystal,10.75,T,"Superconductor Science and Technology PAPER To estimate the magnitude of µoHc2(0), we exploited the Werthamer–Helfand–Hohenberg (WHH) theory to ﬁt the data [22]. We thus extracted the value of µoHc2(0) = 10.75 T for the present case of Re24Ti5."
Paper_8,Re24Ti5,Hc2 at 0 K for poly crystal,10.75,T,Superconductor Science and Technology PAPER Parameters for normal and superconducting states of Re24Ti5. Parameter Unit Re24Ti5 Re23.8Nb5.2 [9] Tc K 5.8 8.8 ρo µ cm 214.7 189 A µ cm K−2 0.022 0.007 TF K 22 400 N(EF) states eV−1 f.u.−1 14.85 6.56 µoHc2(0) T 10.75 17.3 γ mJ mol−1 K−2 111.8 53.4 β mJ mol−1 K−4 1.47 2.05 θD K 428 383 λep 0.6 0.73 1Ce/Tc mJ mol−1 K−2 169 100 1Ce/γ Tc 1.51 1.86 1/kB K 10.6 16.1 21/kBTc 3.68 3.67 superconductors.
Paper_8,Re23.8Nb5.2 [9],Hc2 at 0 K for poly crystal,17.3,T,Superconductor Science and Technology PAPER Parameters for normal and superconducting states of Re24Ti5. Parameter Unit Re24Ti5 Re23.8Nb5.2 [9] Tc K 5.8 8.8 ρo µ cm 214.7 189 A µ cm K−2 0.022 0.007 TF K 22 400 N(EF) states eV−1 f.u.−1 14.85 6.56 µoHc2(0) T 10.75 17.3 γ mJ mol−1 K−2 111.8 53.4 β mJ mol−1 K−4 1.47 2.05 θD K 428 383 λep 0.6 0.73 1Ce/Tc mJ mol−1 K−2 169 100 1Ce/γ Tc 1.51 1.86 1/kB K 10.6 16.1 21/kBTc 3.68 3.67 superconductors.
Paper_9,YBa2Cu3O7,Hc2 at 0 K for poly crystal,1.24,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ 5(a), the failing of the high-field GL approximation manifests itself in a notable field depen- dence of the slope dU&/dT at constant temperature. However, the value of sc obtained from the fitting pro- cedure strongly increases with temperature for T& 87 K. 0.020 0.015-- YBa2Cu307 6 ~ 0010 I 0.005 x=75 H, (0) = 1.24 T TG(0) = 93.8 K 0.000 30 I I I I I I I I I I I 10 20 30 40 50 60 H' 20— 0 80 T (K3 90 95 FIG."
Paper_1,Ru7B3,Hc2 at given temperature for single crystal H//ab-plane,15.8,kOe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The compound crystallizes in a Th7Fe3-type structure (hexagonal, space group: P63mc), which has no inversion symmetry along the c-axis. Measurements in magnetic ﬁelds indicate type-II superconductivity with upper critical ﬁelds of Hc2ð0Þ ’ 17:2 kOe for H k ½001 and 15.8 kOe for H k ½100, respectively."
Paper_1,Ru7B3,Hc2 at given temperature for single crystal H//ab-plane,15.8,kOe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Hc2ð0ÞGL was calculated to be approximately 17.2 kOe for H k ½001 and 15.8 kOe for H k ½100, respectively. Besides, the WHH theory predicted that the Hc2ð0Þ estimates will be approx- imately 15.2 kOe for H k ½001 and 13.7 kOe for H k ½100, respectively, following Hc2ð0Þ ’ 0:693ðdT=dTÞTcTc."
Paper_1,Ru7B3,Hc2 at given temperature for single crystal H//ab-plane,15.8,kOe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Superconducting and normal state parameters for Ru7B3. [100] [001] Transition temperature, Tc (K) 2.8 Thermodynamic critical ﬁeld, Hcð0Þ (Oe) 520 480 Critical ﬁeld, Hc1ð0Þ (Oe) 68 53 Upper critical ﬁeld, Hc2ð0Þ (kOe) 15.8 17.2 Penetration depth, ð0Þ (A˚ ) 3110 3520 Coherence length, ð0Þ (A˚ ) 144 138 Ginzburg–Landauy parameter, ð0Þ 21.6 25.5 T-linear coeﬃcient, n [mJ/(K2 mol)] 43.7 Debye temperature, DðKÞ 640 Superconducting energy gap, ð0Þ (meV) 0.38 Ce= nTc 1.4 2ð0Þ=kBTc 3.3 J. Phys."
Paper_12,PbBi2Te4,Hc2 at given temperature for single crystal H//ab-plane,2.4,T,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi A tempera- ture dependence of Hc2 //ab values is shown in Figure 8 (c). The Hc2 //ab(0) were 2.4 T under 13.3 GPa and 5.9 T under 21.7 GPa."
Paper_2,β-IrSn4,Hc2 at given temperature for single crystal H//ab-plane,6.5,mT,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the If β-IrSn4 is considered as a type-II superconductor then one can estimate the lower critical ﬁeld µ0Hc1 and the upper critical ﬁeld µ0Hc2. µ0Hc1 = 3 mT, if is deﬁned as the ﬁeld where the deviation of the M(H) curve from linearity in the Meissner state sets in, while µ0Hc2 = 6.5 mT at 0.5 K, determined as the intersection between linear interpolations of the magnetization in the superconducting and normal states."
Paper_11,LaRu2P2,*preparation method,100,K h−1,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Raw materials of La (ﬁlings), Ru (powder) and P (powder) were mixed with Sn ﬂux in a mol-ratio of 1:2:2:20. The quartz tube was slowly heated to 1473 K at a rate of 100 K h−1 and kept at 1473 K for 12 h, then the tube was cooled to 1173 K very slowly at a rate of 3 K h−1."
Paper_2,Ir and Sn,*preparation method,900,°C,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the A mixture of high-quality elemental metals Ir (purity 99.99%) and Sn (at. 99.999%) with the atomic ratio Ir:Sn = 1:80 was placed in an alumina crucible, sealed in an evacuated quartz ampule, and heated up to 900 ◦C."
Paper_3,α-Mo2C crystals,*preparation method,5000,r.p.m.,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, The transfer of ultrathin α-Mo2C crystals is similar to the transfer of graphene25. A thin layer of poly (methyl methacrylate) (PMMA, weight-averaged molecular mass Mw =600,000, 4 wt% in ethyl lactate) was first spin-coated on the surface of ultrathin α-Mo2C crystals at 5,000 r.p.m."
Paper_1,Ru7B3,transition temperature (R = 100%),2.8,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol). The bulk nature of superconductivity and good quality of the sample are conﬁrmed by a sharp transition at Tc ¼ 2:8 K, which is in good agreement with Tonset c determined by ðTÞ."
Paper_1,Ru7B3,transition temperature (R = 100%),2.8,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 We have prepared a nonstoichiometric polycrystalline specimen, which is used in the present experiments as a sample with a nominal Ru/B ratio of 2.0 corresponding to excess boron. Thus, the localization eﬀect induced by a deviation in stoichiometric Ru/B ratio also aﬀects the temperature dependence of Hc2 for Ru7B3 (Tc  2:8 K), similarly to that of Hc2ð0Þ for NbB2.35) The lower critical ﬁeld Hc1ð0Þ is obtained from the M–H measurements at various temperatures."
Paper_12,PbBi2Te4,transition temperature (R = 100%),2.5,K,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi The thermoelectric properties of the PbBi2Te4 sample were measured at ambient pressure and the electrical resistance was also evaluated under high pressure using a diamond anvil cell with boron-doped diamond electrodes. The resistance decreased with increasing of the pressure, and pressure-induced superconducting transitions were discovered at 2.5 K under 10 GPa."
Paper_14,YBa2Cu3O6.92,transition temperature (R = 100%),11,K,"Anisotropic Hall mobility in slightly overdoped YBa2Cu3O6.92 from magnetoresistance and Hall-coefﬁcient measurements I. Terasaki, Y. Sato, and S. Tajima Superconductivity Research Laboratory, International Superconductivity Technology Center, 1-10-13 Shinonome, Koto-ku, Tokyo 135, Japan for single-crystal YBa 2Cu 3O 6.92 . 15 302 55 I. TERASAKI, Y. SATO, AND S. TAJIMA 11K."
Paper_2,β-IrSn4,transition temperature (R = 100%),0.9,K,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the The bottom panel is the powder x-ray diffraction pattern (small circle symbols) compared to a single crystal diffraction pattern (solid line) obtained using an x-ray beam perpendicular to the 00l plane. ducting with a transition temperature Tc of 0.9 ± 0.05 K. Although the zero-ﬁeld data characterize β-IrSn4 well as a s-wave weakly coupled type-I superconductor in a dirty limit, from an estimation of some thermodynamic parameters we arrive at a conclusion that superconductivity in β-IrSn4 can be ascribed to a type-II superconductor in a clean limit with an assumption of a non-spherical Fermi surface."
