sentence,passage,doi
7 shows the magnetic ﬁeld dependence of the magnetization for a specimen of HfRhSi at 1.7 K. A paramagnetic contribution has been subtracted of HfRhSi are as yet unclear.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 12x x temperature in a given ﬁeld was deﬁned as onset of the superconducting transition. 7 shows the magnetic ﬁeld dependence of the magnetization for a specimen of HfRhSi at 1.7 K. A paramagnetic contribution has been subtracted of HfRhSi are as yet unclear.",Paper_4
"The magnetization shows the typical the substitution effect in the HfRh Pd Si system, the behavior of superconductors and looks almost constant at 12x x superconductivity of HfRhSi was characterized by means ﬁelds above 2 kOe.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 7 shows the magnetic ﬁeld dependence of the magnetization for a specimen of HfRhSi at 1.7 K. A paramagnetic contribution has been subtracted of HfRhSi are as yet unclear. The magnetization shows the typical the substitution effect in the HfRh Pd Si system, the behavior of superconductors and looks almost constant at 12x x superconductivity of HfRhSi was characterized by means ﬁelds above 2 kOe.",Paper_4
"7, the of magnetization measurements.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The magnetization shows the typical the substitution effect in the HfRh Pd Si system, the behavior of superconductors and looks almost constant at 12x x superconductivity of HfRhSi was characterized by means ﬁelds above 2 kOe. 7, the of magnetization measurements.",Paper_4
6 shows the tempera- lower critical ﬁeld H at 1.7 K was determined to be 10 c1 ture dependence of magnetization measured for a specimen Oe.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 7, the of magnetization measurements. 6 shows the tempera- lower critical ﬁeld H at 1.7 K was determined to be 10 c1 ture dependence of magnetization measured for a specimen Oe.",Paper_4
"The H were also determined at 1.8, 1.9, 2.0 and 2.1 c1 of HfRhSi in various magnetic ﬁelds.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 6 shows the tempera- lower critical ﬁeld H at 1.7 K was determined to be 10 c1 ture dependence of magnetization measured for a specimen Oe. The H were also determined at 1.8, 1.9, 2.0 and 2.1 c1 of HfRhSi in various magnetic ﬁelds.",Paper_4
"8a,b, respectively, as a c1 c2 superconducting transition was observed at 2.2 K under a function of temperature.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The H were also determined at 1.8, 1.9, 2.0 and 2.1 c1 of HfRhSi in various magnetic ﬁelds. 8a,b, respectively, as a c1 c2 superconducting transition was observed at 2.2 K under a function of temperature.",Paper_4
"Both critical ﬁelds increase rapid- magnetic ﬁeld of 1 Oe, and the onset shifts to low ly as the temperature decreases.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 8a,b, respectively, as a c1 c2 superconducting transition was observed at 2.2 K under a function of temperature. Both critical ﬁelds increase rapid- magnetic ﬁeld of 1 Oe, and the onset shifts to low ly as the temperature decreases.",Paper_4
"The upper sufﬁcient because of the low T of HfRhSi, H (0) and c c1 critical ﬁeld H at a given temperature was estimated by H (0) can be estimated by extrapolating the data to T50 c2 c2 using the M(T) data shown in Fig.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Both critical ﬁelds increase rapid- magnetic ﬁeld of 1 Oe, and the onset shifts to low ly as the temperature decreases. The upper sufﬁcient because of the low T of HfRhSi, H (0) and c c1 critical ﬁeld H at a given temperature was estimated by H (0) can be estimated by extrapolating the data to T50 c2 c2 using the M(T) data shown in Fig.",Paper_4
Temperature dependence of H and H for a specimen of c1 c2 specimen of HfRhSi in various magnetic ﬁelds.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The upper sufﬁcient because of the low T of HfRhSi, H (0) and c c1 critical ﬁeld H at a given temperature was estimated by H (0) can be estimated by extrapolating the data to T50 c2 c2 using the M(T) data shown in Fig. Temperature dependence of H and H for a specimen of c1 c2 specimen of HfRhSi in various magnetic ﬁelds.",Paper_4
56 S. Yashiro et al.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Temperature dependence of H and H for a specimen of c1 c2 specimen of HfRhSi in various magnetic ﬁelds. 56 S. Yashiro et al.",Paper_4
/ Journal of Alloys and Compounds 298 (2000) 51–58 K. H (0)557 Oe and H (0)55.4 kOe were obtained by transition cannot be observed at temperatures down to 1.5 c1 c2 linear extrapolation.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 56 S. Yashiro et al. / Journal of Alloys and Compounds 298 (2000) 51–58 K. H (0)557 Oe and H (0)55.4 kOe were obtained by transition cannot be observed at temperatures down to 1.5 c1 c2 linear extrapolation.",Paper_4
The Ginzburg–Landau (G-L) coher- K for specimens with a Pd content longer than x50.3.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh / Journal of Alloys and Compounds 298 (2000) 51–58 K. H (0)557 Oe and H (0)55.4 kOe were obtained by transition cannot be observed at temperatures down to 1.5 c1 c2 linear extrapolation. The Ginzburg–Landau (G-L) coher- K for specimens with a Pd content longer than x50.3.",Paper_4
"The ence length j (0) was determined as 25 nm using the Pd substitution seems to suppress the superconductivity of GL 2 value of H (0) and the relation H (0)5F /2pj , HfRhSi.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The Ginzburg–Landau (G-L) coher- K for specimens with a Pd content longer than x50.3. The ence length j (0) was determined as 25 nm using the Pd substitution seems to suppress the superconductivity of GL 2 value of H (0) and the relation H (0)5F /2pj , HfRhSi.",Paper_4
"Since the T of HfRhSi is too low, the substitution c2 c2 0 GL c where F is the ﬂux quantum.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The ence length j (0) was determined as 25 nm using the Pd substitution seems to suppress the superconductivity of GL 2 value of H (0) and the relation H (0)5F /2pj , HfRhSi. Since the T of HfRhSi is too low, the substitution c2 c2 0 GL c where F is the ﬂux quantum.",Paper_4
"The G-L penetration depth effect to the superconducting parameters, except T , could 0 c of l 5340 nm was deduced from the relation l 5[F / not be characterized in this study.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Since the T of HfRhSi is too low, the substitution c2 c2 0 GL c where F is the ﬂux quantum. The G-L penetration depth effect to the superconducting parameters, except T , could 0 c of l 5340 nm was deduced from the relation l 5[F / not be characterized in this study.",Paper_4
GL GL 0 1 / 2 pH (0)] using the values of H (0).,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The G-L penetration depth effect to the superconducting parameters, except T , could 0 c of l 5340 nm was deduced from the relation l 5[F / not be characterized in this study. GL GL 0 1 / 2 pH (0)] using the values of H (0).",Paper_4
The G-L parameter c1 c1 k is a good measure to characterize the type of supercon- 3.2.3.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh GL GL 0 1 / 2 pH (0)] using the values of H (0). The G-L parameter c1 c1 k is a good measure to characterize the type of supercon- 3.2.3.",Paper_4
"Magnetic properties ductivity, and the k is given by k5l /j .","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The G-L parameter c1 c1 k is a good measure to characterize the type of supercon- 3.2.3. Magnetic properties ductivity, and the k is given by k5l /j .",Paper_4
"Using the The temperature dependence of the molar magnetic GL GL values of l and j , k514 was obtained.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Magnetic properties ductivity, and the k is given by k5l /j . Using the The temperature dependence of the molar magnetic GL GL values of l and j , k514 was obtained.",Paper_4
"Since the G-L susceptibility that was measured in a magnetic ﬁeld of 10 GL GL ] Œ parameter k is larger than 1/ 2, HfRhSi is thought to be a kOe is shown in Fig.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Using the The temperature dependence of the molar magnetic GL GL values of l and j , k514 was obtained. Since the G-L susceptibility that was measured in a magnetic ﬁeld of 10 GL GL ] Œ parameter k is larger than 1/ 2, HfRhSi is thought to be a kOe is shown in Fig.",Paper_4
"The electronic-speciﬁc heat coefﬁ- temperature dependence at temperatures above 20 K. cient g can be estimated by using the value of j (0) and However, a small temperature dependence is observed at GL 213 2 the relation g57.34310 /j (0) rT , where r is the higher temperatures below 20 K. This behavior is attribu- GL c resistivity just above T .","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Since the G-L susceptibility that was measured in a magnetic ﬁeld of 10 GL GL ] Œ parameter k is larger than 1/ 2, HfRhSi is thought to be a kOe is shown in Fig. The electronic-speciﬁc heat coefﬁ- temperature dependence at temperatures above 20 K. cient g can be estimated by using the value of j (0) and However, a small temperature dependence is observed at GL 213 2 the relation g57.34310 /j (0) rT , where r is the higher temperatures below 20 K. This behavior is attribu- GL c resistivity just above T .",Paper_4
g was determined as 1220 erg/ ted to the presence of paramagnetic impurities in the c 3 2 2 cm K (3.42 mJ/mol?K ) using the value of r which is specimen.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The electronic-speciﬁc heat coefﬁ- temperature dependence at temperatures above 20 K. cient g can be estimated by using the value of j (0) and However, a small temperature dependence is observed at GL 213 2 the relation g57.34310 /j (0) rT , where r is the higher temperatures below 20 K. This behavior is attribu- GL c resistivity just above T . g was determined as 1220 erg/ ted to the presence of paramagnetic impurities in the c 3 2 2 cm K (3.42 mJ/mol?K ) using the value of r which is specimen.",Paper_4
The enhanced density of states relation x(T)5x 1C /(T2u ).,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh g was determined as 1220 erg/ ted to the presence of paramagnetic impurities in the c 3 2 2 cm K (3.42 mJ/mol?K ) using the value of r which is specimen. The enhanced density of states relation x(T)5x 1C /(T2u ).",Paper_4
"The temperature-inde- 0 mol N(E ) at the Fermi level can be also estimated using the pendent x obtained by ﬁtting the equation to the ex- F en 0 relation N(E ) 50.2121g/N, where N is the number of perimental x(T) is shown in Fig.","L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The enhanced density of states relation x(T)5x 1C /(T2u ). The temperature-inde- 0 mol N(E ) at the Fermi level can be also estimated using the pendent x obtained by ﬁtting the equation to the ex- F en 0 relation N(E ) 50.2121g/N, where N is the number of perimental x(T) is shown in Fig.",Paper_4
11 as a function of Pd F en 2 atoms per formula unit and g is expressed in mJ/mol?K .,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh The temperature-inde- 0 mol N(E ) at the Fermi level can be also estimated using the pendent x obtained by ﬁtting the equation to the ex- F en 0 relation N(E ) 50.2121g/N, where N is the number of perimental x(T) is shown in Fig. 11 as a function of Pd F en 2 atoms per formula unit and g is expressed in mJ/mol?K .",Paper_4
Although the x has a positive value for the 0 N(E ) 50.242 states/eV?atom?spin was deduced.,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 11 as a function of Pd F en 2 atoms per formula unit and g is expressed in mJ/mol?K . Although the x has a positive value for the 0 N(E ) 50.242 states/eV?atom?spin was deduced.",Paper_4
